gene,arm
LOC101926960,5p
LOC101927023,5q
LOC101927078,5q
LOC101927100,5q
LOC101927190,5q
LOC101927357,5q
LOC101927421,5q
LOC101927488,5q
LOC101927908,5q
LOC101928093,5q
LOC101928505,5q
LOC101928651,5q
LOC101928858,5q
LOC101928924,5q
LOC101929109,5q
LOC101929154,5q
LOC101929380,5q
LOC101929524,5p
LOC101929599,5q
LOC101929645,5p
LOC101929710,5q
LOC101929719,5q
LOC102467080,5q
LOC102467081,5q
LOC102467216,5q
LOC102467217,5q
LOC102467226,5q
LOC102503427,5q
LOC102546229,5q
LOC102546294,5q
LOC102546299,5q
LOC102724404,5q
LOC102724720,5q
LOC105374620,5p
LOC105374704,5p
LOC105374727,5p
LOC105377752,5q
LOC105377763,5q
LOC105378230,5q
LOC105378979,5q
LOC105379030,5q
LOC105379143,5q
LOC105379152,5q
LOC105379176,5q
LOC105379183,5q
LOC105379192,5q
LOC105379194,5q
LOC107986453,5q
LOC112267934,5q
LOC153684,5p
LOC202181,5q
LOC257396,5q
LOC285593,5q
LOC285626,5q
LOC285638,5q
LOC340090,5q
LOC401176,5p
LOC441081,5q
LOC441086,5q
LOC441087,5q
LOC442132,5p
LOC642366,5q
LOC643201,5q
LOC644285,5q
LOC644936,5q
LOC646652,5p
LOC648987,5p
LOC728178,5p
LOC728554,5q
LOC728613,5p
LOC729080,5q
LOC731157,5q
LOX,5q
LPCAT1,5p
LRRC14B,5p
LRRC70,5q
LRRTM2,5q
LSINCT5,5p
LSM11,5q
LSP1P3,5p
LTC4S,5q
LUCAT1,5q
LVRN,5q
LYRM7,5q
LYSMD3,5q
MACIR,5q
MACROH2A1,5q
MALINC1,5q
MAML1,5q
MAN2A1,5q
MAP1B,5q
MAP3K1,5q
MAPK9,5q
MARCHF11,5p
MARCHF3,5q
MARCHF6,5p
MARCOL,5q
MARVELD2,5q
MAST4,5q
MAST4-AS1,5q
MAT2B,5q
MATR3,5q
MBLAC2,5q
MCC,5q
MCCC2,5q
MCIDAS,5q
MCTP1,5q
MED10,5p
MED7,5q
MEF2C,5q
MEF2C-AS1,5q
MEF2C-AS2,5q
MEGF10,5q
MEIKIN,5q
MFAP3,5q
MFFP2,5q
MGAT1,5q
MGAT4B,5q
MGC32805,5q
MIER3,5q
MINAR2,5q
MIR10397,5p
MIR103A1,5q
MIR103B1,5q
MIR10522,5p
MIR10523,5q
MIR12118,5q
MIR12125,5q
MIR12130,5q
MIR1229,5q
MIR1271,5q
MIR1289-2,5q
MIR1294,5q
MIR1303,5q
MIR143,5q
MIR145,5q
MIR146A,5q
MIR218-2,5q
MIR2277,5q
MIR3141,5q
MIR3142,5q
MIR3142HG,5q
MIR340,5q
MIR3650,5p
MIR3655,5q
MIR3660,5q
MIR3661,5q
MIR378A,5q
MIR378E,5q
MIR378H,5q
MIR3912,5q
MIR3936,5q
MIR3936HG,5q
MIR3977,5q
MIR4277,5p
MIR4278,5p
MIR4279,5p
MIR4280,5q
MIR4281,5q
MIR4456,5p
MIR4457,5p
MIR4458,5p
MIR4458HG,5p
MIR4460,5q
MIR449A,5q
MIR449B,5q
MIR449C,5q
MIR4633,5q
MIR4634,5q
MIR4635,5p
MIR4636,5p
MIR4637,5p
MIR4638,5q
MIR4803,5q
MIR4804,5q
MIR5003,5q
MIR5197,5q
MIR548AE2,5q
MIR548P,5q
MIR5687,5q
MIR5692C1,5q
MIR5706,5q
MIR579,5p
MIR580,5p
MIR581,5q
MIR582,5q
MIR583,5q
MIR584,5q
MIR585,5q
MIR6075,5p
MIR6131,5p
MIR6499,5q
MIR6830,5q
MIR6831,5q
MIR8056,5q
MIR8089,5q
MIR874,5q
MIR887,5p
MIR9-2,5q
MOCS2,5q
MRNIP,5q
MROH2B,5p
MRPL22,5q
MRPL36,5p
MRPS27,5q
MRPS30,5p
MRPS30-DT,5p
MRPS36,5q
MSH3,5q
MSX2,5q
MTMR12,5p
MTREX,5q
MTRNR2L2,5q
MTRR,5p
MTX3,5q
MXD3,5q
MYO10,5p
MYOT,5q
MYOZ3,5q
MZB1,5q
N4BP3,5q
NADK2,5p
NAIP,5q
NBPF22P,5q
NCRUPAR,5q
NDFIP1,5q
NDST1,5q
NDST1-AS1,5q
NDUFA2,5q
NDUFAF2,5q
NDUFS4,5q
NDUFS6,5p
NEURL1B,5q
NEUROG1,5q
NHP2,5q
NIM1K,5p
NIPAL4,5q
NIPBL,5p
NIPBL-DT,5p
NKD2,5p
NKX2-5,5q
NLN,5q
NME5,5q
NMUR2,5q
NNT,5p
NNT-AS1,5p
NOP16,5q
NPM1,5q
NPR3,5p
NPY6R,5q
NR2F1,5q
NR2F1-AS1,5q
NR3C1,5q
NREP,5q
NREP-AS1,5q
NRG2,5q
NSA2,5q
NSD1,5q
NSG2,5q
NSUN2,5p
NUDCD2,5q
NUDT12,5q
NUP155,5p
OCLN,5q
OCLNP1,5q
OR2V1,5q
OR2V2,5q
OR2Y1,5q
OSMR,5p
OSMR-AS1,5p
OTP,5q
OTULIN,5p
OTULINL,5p
OXCT1,5p
OXCT1-AS1,5p
P4HA2,5q
P4HA2-AS1,5q
PAIP1,5p
PAIP2,5q
PAM,5q
PANK3,5q
PARP8,5q
PART1,5q
PCBD2,5q
PCDH1,5q
PCDH12,5q
PCDHA1,5q
PCDHA10,5q
PCDHA11,5q
PCDHA12,5q
PCDHA13,5q
PCDHA2,5q
PCDHA3,5q
PCDHA4,5q
PCDHA5,5q
PCDHA6,5q
PCDHA7,5q
PCDHA8,5q
PCDHA9,5q
PCDHAC1,5q
PCDHAC2,5q
PCDHB1,5q
PCDHB10,5q
PCDHB11,5q
PCDHB12,5q
PCDHB13,5q
PCDHB14,5q
PCDHB15,5q
PCDHB16,5q
PCDHB17P,5q
PCDHB18P,5q
PCDHB19P,5q
PCDHB2,5q
PCDHB3,5q
PCDHB4,5q
PCDHB5,5q
PCDHB6,5q
PCDHB7,5q
PCDHB8,5q
PCDHB9,5q
PCDHGA1,5q
PCDHGA10,5q
PCDHGA11,5q
PCDHGA12,5q
PCDHGA2,5q
PCDHGA3,5q
PCDHGA4,5q
PCDHGA5,5q
PCDHGA6,5q
PCDHGA7,5q
PCDHGA8,5q
PCDHGA9,5q
PCDHGB1,5q
PCDHGB2,5q
PCDHGB3,5q
PCDHGB4,5q
PCDHGB5,5q
PCDHGB6,5q
PCDHGB7,5q
PCDHGB8P,5q
PCDHGC3,5q
PCDHGC4,5q
PCDHGC5,5q
PCSK1,5q
PCYOX1L,5q
PDCD6,5p
PDCD6-AHRR,5p
PDE4D,5q
PDE6A,5q
PDE8B,5q
PDGFRB,5q
PDLIM4,5q
PDLIM7,5q
PDZD2,5p
PELO,5q
PFDN1,5q
PFN3,5q
PGGT1B,5q
PHAX,5q
PHYKPL,5q
PIK3R1,5q
PITX1,5q
PJA2,5q
PKD2L2,5q
PLAC8L1,5q
PLCXD3,5p
PLEKHG4B,5p
PLK2,5q
PLPP1,5q
PMCHL1,5p
PMCHL2,5q
POC5,5q
POLK,5q
POLR3G,5q
POU4F3,5q
POU5F2,5q
PP7080,5p
PPARGC1B,5q
PPIC,5q
PPIP5K2,5q
PPP1R2B,5q
PPP2CA,5q
PPP2R2B,5q
PPP2R2B-IT1,5q
PPWD1,5q
PRDM6,5q
PRDM9,5p
PRELID1,5q
PRELID2,5q
PRKAA1,5p
PRLR,5p
PROB1,5q
PROP1,5q
PRR16,5q
PRR7,5q
PRR7-AS1,5q
PRRC1,5q
PSD2,5q
PSD2-AS1,5q
PTCD2,5q
PTGER4,5p
PTTG1,5q
PURA,5q
PURPL,5p
PWWP2A,5q
RAB24,5q
RAB3C,5q
RAB9BP1,5q
RACK1,5q
RAD1,5p
RAD17,5q
RAD50,5q
RAI14,5p
RANBP17,5q
RANBP3L,5p
RAPGEF6,5q
RARS1,5q
RASA1,5q
RASGEF1C,5q
RASGRF2,5q
RASGRF2-AS1,5q
RBM22,5q
RBM27,5q
REEP2,5q
REEP5,5q
RELL2,5q
RETREG1,5p
RFESD,5q
RGMB,5q
RGMB-AS1,5q
RGS14,5q
RGS7BP,5q
RHOBTB3,5q
RICTOR,5p
RIOK2,5q
RMND5B,5q
RNF130,5q
RNF138P1,5q
RNF14,5q
RNF145,5q
RNF180,5q
RNF44,5q
ROPN1L,5p
ROPN1L-AS1,5p
RPL26L1,5q
RPL37,5p
RPS14,5q
RPS23,5q
RUFY1,5q
RUFY1-AS1,5q
RXFP3,5p
S100Z,5q
SAP30L,5q
SAP30L-AS1,5q
SAR1B,5q
SCAMP1,5q
SCAMP1-AS1,5q
SCARNA18,5q
SCGB3A1,5q
SCGB3A2,5q
SDHA,5p
SDHAP3,5p
SEC24A,5q
SELENOP,5p
SEMA5A,5p
SEMA5A-AS1,5p
SEMA6A,5q
SEMA6A-AS1,5q
SEMA6A-AS2,5q
SEPTIN8,5q
SERF1A,5q
SERF1B,5q
SERINC5,5q
SETD9,5q
SFXN1,5q
SGCD,5q
SGTB,5q
SH3PXD2B,5q
SH3RF2,5q
SH3TC2,5q
SH3TC2-DT,5q
SHISAL2B,5q
SHLD3,5q
SHROOM1,5q
SIL1,5q
SIMC1,5q
SKP1,5q
SKP2,5p
SLC12A2,5q
SLC12A7,5p
SLC1A3,5p
SLC22A4,5q
SLC22A5,5q
SLC23A1,5q
SLC25A2,5q
SLC25A46,5q
SLC25A48,5q
SLC25A48-AS1,5q
SLC26A2,5q
SLC27A6,5q
SLC30A5,5q
SLC34A1,5q
SLC35A4,5q
SLC36A1,5q
SLC36A2,5q
SLC36A3,5q
SLC38A9,5q
SLC45A2,5p
SLC4A9,5q
SLC6A18,5p
SLC6A19,5p
SLC6A3,5p
SLC6A7,5q
SLC9A3,5p
SLC9A3-AS1,5p
SLCO4C1,5q
SLCO6A1,5q
SLF1,5q
SLIT3,5q
SLIT3-AS1,5q
SLIT3-AS2,5q
SLU7,5q
SMAD5,5q
SMAD5-AS1,5q
SMIM15,5q
SMIM15-AS1,5q
SMIM23,5q
SMIM3,5q
SMIM32,5q
SMIM33,5q
SMN1,5q
SMN2,5q
SNCAIP,5q
SNCB,5q
SNHG18,5p
SNHG4,5q
SNORA13,5q
SNORA47,5q
SNORA50D,5q
SNORA70J,5q
SNORA74A,5q
SNORA74B,5q
SNORA74D,5q
SNORD123,5p
SNORD138,5q
SNORD13B-1,5q
SNORD13B-2,5q
SNORD141A,9q
SNORD141B,9q
SNORD170,5p
SNORD63,5q
SNORD63B,5q
SNORD72,5p
SNORD95,5q
SNORD96A,5q
SNX18,5q
SNX2,5q
SNX24,5q
SOWAHA,5q
SOX30,5q
SPARC,5q
SPATA24,5q
SPATA9,5q
SPDL1,5q
SPEF2,5p
SPINK1,5q
SPINK13,5q
SPINK14,5q
SPINK5,5q
SPINK6,5q
SPINK7,5q
SPINK9,5q
SPOCK1,5q
SPRY4,5q
SPRY4-AS1,5q
SPRY4-IT1,5q
SPZ1,5q
SQSTM1,5q
SRA1,5q
SRD5A1,5p
SREK1,5q
SREK1IP1,5q
SRFBP1,5q
SRP19,5q
SSBP2,5q
ST8SIA4,5q
STARD4,5q
STARD4-AS1,5q
STC2,5q
STING1,5q
STK10,5q
STK32A,5q
STK32A-AS1,5q
SUB1,5p
SV2C,5q
SYNPO,5q
TAF7,5q
TAF9,5q
TARS1,5p
TAS2R1,5p
TBC1D9B,5q
TBCA,5q
TCERG1,5q
TCF7,5q
TCOF1,5q
TENM2,5q
TENT2,5q
TENT4A,5p
TERT,5p
TEX43,5q
TGFBI,5q
TH2LCRR,5q
THBS4,5q
THBS4-AS1,5q
THG1L,5q
THOC3,5q
TICAM2,5q
TIFAB,5q
TIGD6,5q
TIMD4,5q
TLX3,5q
TMCO6,5q
TMED7,5q
TMED7-TICAM2,5q
TMED9,5q
TMEM161B,5q
TMEM161B-AS1,5q
TMEM167A,5q
TMEM171,5q
TMEM174,5q
TMEM232,5q
TMEM267,5p
TNFAIP8,5q
TNIP1,5q
TNPO1,5q
TPPP,5p
TRAPPC13,5q
TRIM23,5q
TRIM36,5q
TRIM41,5q
TRIM52,5q
TRIM52-AS1,5q
TRIM7,5q
TRIO,5p
TRIP13,5p
TRPC7,5q
TRPC7-AS2,5q
TSLP,5q
TSPAN17,5q
TSSK1B,5q
TTC1,5q
TTC23L,5p
TTC33,5p
TTC37,5q
TXNDC15,5q
UBE2B,5q
UBE2D2,5q
UBE2QL1,5p
UBLCP1,5q
UBTD2,5q
UGT3A1,5p
UGT3A2,5p
UIMC1,5q
UNC5A,5q
UQCRQ,5q
UTP15,5q
VCAN,5q
VCAN-AS1,5q
VDAC1,5q
VTRNA1-1,5q
VTRNA1-2,5q
VTRNA1-3,5q
VTRNA2-1,5q
WDR36,5q
WDR41,5q
WDR55,5q
WDR70,5p
WNT8A,5q
WSPAR,5q
WWC1,5q
XRCC4,5q
YIPF5,5q
YTHDC2,5q
ZBED3,5q
ZBED3-AS1,5q
ZBED8,5q
ZCCHC10,5q
ZCCHC9,5q
ZDHHC11,5p
ZDHHC11B,5p
ZFP2,5q
ZFP62,5q
ZFR,5p
ZFYVE16,5q
ZMAT2,5q
ZNF131,5p
ZNF300,5q
ZNF300P1,5q
ZNF346,5q
ZNF354A,5q
ZNF354B,5q
ZNF354C,5q
ZNF366,5q
ZNF454,5q
ZNF474,5q
ZNF608,5q
ZNF622,5p
ZNF879,5q
ZSWIM6,5q
AARS2,6p
ABCC10,6p
ABCF1,6p
ABHD16A,6p
ABRACL,6q
ABT1,6p
ACAT2,6q
ACOT13,6p
ADAT2,6q
ADCY10P1,6p
ADGB,6q
ADGRB3,6q
ADGRF1,6p
ADGRF2,6p
ADGRF4,6p
ADGRF5,6p
ADGRF5-AS1,6p
ADGRG6,6q
ADTRP,6p
AFDN,6q
AFDN-DT,6q
AFG1L,6q
AGER,6p
AGPAT1,6p
AGPAT4,6q
AGPAT4-IT1,6q
AHI1,6q
AIF1,6p
AIG1,6q
AIRN,6q
AK9,6q
AKAP12,6q
AKAP7,6q
AKIRIN2,6q
ALDH5A1,6p
ALDH8A1,6q
AMD1,6q
ANKRD6,6q
ANKRD66,6p
ANKS1A,6p
APOBEC2,6p
APOM,6p
ARFGEF3,6q
ARG1,6q
ARHGAP18,6q
ARID1B,6q
ARMC12,6p
ARMC2,6q
ARMC2-AS1,6q
ARMH2,6p
ARMT1,6q
ASCC3,6q
ASF1A,6q
ATAT1,6p
ATF6B,6p
ATG5,6q
ATP6V0CP3,6p
ATP6V1G2,6p
ATP6V1G2-DDX39B,6p
ATXN1,6p
ATXN1-AS1,6p
B3GALT4,6p
B3GAT2,6q
BACH2,6q
BAG2,6p
BAG6,6p
BAK1,6p
BCKDHB,6q
BCLAF1,6q
BEND3,6q
BEND6,6p
BICRAL,6p
BLOC1S5,6p
BLOC1S5-TXNDC5,6p
BMP5,6p
BMP6,6p
BNIP5,6p
BPHL,6p
BRD2,6p
BRD7P3,6q
BRPF3,6p
BTBD9,6p
BTBD9-AS1,6p
BTN1A1,6p
BTN2A1,6p
BTN2A2,6p
BTN2A3P,6p
BTN3A1,6p
BTN3A2,6p
BTN3A3,6p
BTNL2,6p
BVES,6q
BVES-AS1,6q
BYSL,6p
C2,6p
C2-AS1,6p
C4A,6p
C4B,6p
C4B_2,6p
C6orf118,6q
C6orf120,6q
C6orf132,6p
C6orf136,6p
C6orf141,6p
C6orf15,6p
C6orf163,6q
C6orf201,6p
C6orf223,6p
C6orf226,6p
C6orf47,6p
C6orf52,6p
C6orf58,6q
C6orf62,6p
C6orf89,6p
C6orf99,6q
CAGE1,6p
CAHM,6q
CALHM4,6q
CALHM5,6q
CALHM6,6q
CAP2,6p
CAPN11,6p
CARMIL1,6p
CASC15,6p
CASC6,6q
CASP8AP2,6q
CCDC162P,6q
CCDC167,6p
CCDC170,6q
CCDC28A,6q
CCDC28A-AS1,6q
CCHCR1,6p
CCN2,6q
CCN6,6q
CCNC,6q
CCND3,6p
CCR6,6q
CD109,6q
CD164,6q
CD24,6q
CD2AP,6p
CD83,6p
CDC40,6q
CDC5L,6p
CDK19,6q
CDKAL1,6p
CDKN1A,6p
CDSN,6p
CDYL,6p
CENPQ,6p
CENPW,6q
CEP162,6q
CEP43,6q
CEP57L1,6q
CEP85L,6q
CFAP206,6q
CFB,6p
CGA,6q
CGAS,6q
CHP1P2,6q
CILK1,6p
CITED2,6q
CLDN20,6q
CLIC1,6p
CLIC5,6p
CLPS,6p
CLPSL1,6p
CLPSL2,6p
CLVS2,6q
CMAHP,6p
CMTR1,6p
CNKSR3,6q
CNPY3,6p
CNPY3-GNMT,6p
CNR1,6q
COL10A1,6q
COL11A2,6p
COL12A1,6q
COL19A1,6q
COL21A1,6p
COL9A1,6q
COQ3,6q
COX7A2,6q
CPNE5,6p
CRIP3,6p
CRISP1,6p
CRISP2,6p
CRISP3,6p
CRYBG1,6q
CSNK2B,6p
CT69,6q
CTAGE9,6q
CUL7,6p
CUL9,6p
CUTA,6p
CYB5R4,6q
CYP21A1P,6p
CYP21A2,6p
CYP39A1,6p
DAAM2,6p
DAAM2-AS1,6p
DACT2,6q
DAXX,6p
DCBLD1,6q
DCDC2,6p
DDAH2,6p
DDO,6q
DDR1,6p
DDX39B,6p
DDX39B-AS1,6p
DDX43,6q
DEF6,6p
DEFB110,6p
DEFB112,6p
DEFB113,6p
DEFB114,6p
DEFB133,6p
DEK,6p
DHX16,6p
DINOL,6p
DKFZp451B082,6q
DLK2,6p
DLL1,6q
DNAH8,6p
DNAH8-AS1,6p
DNPH1,6p
DOP1A,6q
DPPA5,6q
DSE,6q
DSP,6p
DST,6p
DST-AS1,6p
DTNBP1,6p
DUSP22,6p
DXO,6p
DYNLT1,6q
E2F3,6p
ECHDC1,6q
ECI2,6p
ECI2-DT,6p
ECT2L,6q
EDN1,6p
EEF1A1,6q
EEF1E1,6p
EEF1E1-BLOC1S5,6p
EFHC1,6p
EGFL8,6p
EHMT2,6p
ELOVL2,6p
ELOVL2-AS1,6p
ELOVL4,6q
ELOVL5,6p
ENPP1,6q
ENPP3,6q
ENPP4,6p
ENPP5,6p
EPB41L2,6q
EPHA7,6q
EPM2A,6q
ERMARD,6q
ERVFRD-1,6p
ESR1,6q
ETV7,6p
EVADR,6q
EXOC2,6p
EYA4,6q
EYS,6q
EZR,6q
EZR-AS1,6q
F13A1,6p
FABP7,6q
FAM120B,6q
FAM135A,6q
FAM135A-AS1,6q
FAM162B,6q
FAM184A,6q
FAM217A,6p
FAM229B,6q
FAM50B,6p
FAM83B,6p
FAM8A1,6p
FANCE,6p
FARS2,6p
FAXC,6q
FBXL4,6q
FBXO30,6q
FBXO30-DT,6q
FBXO5,6q
FBXO9,6p
FGD2,6p
FHL5,6q
FIG4,6q
FILIP1,6q
FILNC1,6q
FKBP5,6p
FKBPL,6p
FLJ46906,6q
FLOT1,6p
FNDC1,6q
FOXC1,6p
FOXCUT,6p
FOXF2,6p
FOXO3,6q
FOXP4,6p
FOXP4-AS1,6p
FOXQ1,6p
FRK,6q
FRMD1,6q
FRS3,6p
FUCA2,6q
FUT9,6q
FYN,6q
GABBR1,6p
GABRR1,6q
GABRR2,6q
GCLC,6p
GCM1,6p
GCM2,6p
GCNT2,6p
GFOD1,6p
GFRAL,6p
GGNBP1,6p
GINM1,6q
GJA1,6q
GJA10,6q
GJB7,6q
GJE1,6q
GLO1,6p
GLP1R,6p
GLYATL3,6p
GMDS,6p
GMDS-DT,6p
GMNN,6p
GMPR,6p
GNL1,6p
GNMT,6p
GOPC,6q
GPANK1,6p
GPLD1,6p
GPR31,6q
GPR6,6q
GPR63,6q
GPRC6A,6q
GPSM3,6p
GPX5,6p
GPX6,6p
GRIK2,6q
GRM1,6q
GRM4,6p
GSTA1,6p
GSTA2,6p
GSTA3,6p
GSTA4,6p
GSTA5,6p
GSTA7P,6p
GSTM2P1,6q
GTF2H4,6p
GTF2H5,6q
GTF3C6,6q
GTPBP2,6p
GUCA1A,6p
GUCA1ANB,6p
GUCA1B,6p
GUSBP2,6p
GUSBP4,6p
H1-1,6p
H1-2,6p
H1-3,6p
H1-4,6p
H1-5,6p
H1-6,6p
H2AC1,6p
H2AC11,6p
H2AC12,6p
H2AC13,6p
H2AC14,6p
H2AC15,6p
H2AC16,6p
H2AC17,6p
H2AC2P,6p
H2AC4,6p
H2AC6,6p
H2AC7,6p
H2AC8,6p
H2BC1,6p
H2BC10,6p
H2BC11,6p
H2BC12,6p
H2BC13,6p
H2BC14,6p
H2BC15,6p
H2BC17,6p
H2BC3,6p
H2BC4,6p
H2BC5,6p
H2BC6,6p
H2BC7,6p
H2BC8,6p
H2BC9,6p
H3C1,6p
H3C10,6p
H3C11,6p
H3C12,6p
H3C2,6p
H3C3,6p
H3C4,6p
H3C6,6p
H3C7,6p
H3C8,6p
H4C1,6p
H4C11,6p
H4C12,6p
H4C13,6p
H4C2,6p
H4C3,6p
H4C4,6p
H4C5,6p
H4C6,6p
H4C7,6p
H4C8,6p
H4C9,6p
HACE1,6q
HBS1L,6q
HCG11,6p
HCG14,6p
HCG15,6p
HCG17,6p
HCG18,6p
HCG20,6p
HCG21,6p
HCG22,6p
HCG23,6p
HCG24,6p
HCG25,6p
HCG26,6p
HCG27,6p
HCG4,6p
HCG4B,6p
HCG9,6p
HCP5,6p
HCP5B,6p
HCRTR2,6p
HDAC2,6q
HDAC2-AS2,6q
HDDC2,6q
HDGFL1,6p
HEBP2,6q
HECA,6q
HEY2,6q
HFE,6p
HGC6.3,6q
HINT3,6q
HIVEP1,6p
HIVEP2,6q
HLA-A,6p
HLA-B,6p
HLA-C,6p
HLA-DMA,6p
HLA-DMB,6p
HLA-DOA,6p
HLA-DOB,6p
HLA-DPA1,6p
HLA-DPB1,6p
HLA-DPB2,6p
HLA-DQA1,6p
HLA-DQA2,6p
HLA-DQB1,6p
HLA-DQB1-AS1,6p
HLA-DQB2,6p
HLA-DRA,6p
HLA-DRB1,6p
HLA-DRB5,6p
HLA-DRB6,6p
HLA-E,6p
HLA-F,6p
HLA-F-AS1,6p
HLA-G,6p
HLA-H,6p
HLA-J,6p
HLA-L,6p
HLA-V,6p
HMGA1,6p
HMGA1P7,6q
HMGCLL1,6p
HMGN3,6q
HMGN3-AS1,6q
HMGN4,6p
HPAT5,6q
HS3ST5,6q
HSD17B8,6p
HSF2,6q
HSP90AB1,6p
HSPA1A,6p
HSPA1B,6p
HSPA1L,6p
HTATSF1P2,6p
HTR1B,6q
HTR1E,6q
HULC,6p
HUS1B,6p
HYMAI,6q
IBTK,6q
ID4,6p
IER3,6p
IER3-AS1,6p
IFITM4P,6p
IFNGR1,6q
IGF2R,6q
IL17A,6p
IL17F,6p
IL20RA,6q
IL22RA2,6q
ILRUN,6p
IMPG1,6q
IP6K3,6p
IPCEF1,6q
IRAK1BP1,6q
IRF4,6p
ITPR3,6p
IYD,6q
JARID2,6p
JARID2-AS1,6p
KAAG1,6p
KATNA1,6q
KATNBL1P6,6q
KCNK16,6p
KCNK17,6p
KCNK5,6p
KCNQ5,6q
KCNQ5-AS1,6q
KCNQ5-IT1,6q
KCTD20,6p
KDM1B,6p
KHDC1,6q
KHDC1L,6q
KHDC3L,6q
KHDRBS2,6q
KIAA0319,6p
KIAA0408,6q
KIAA1586,6p
KIF13A,6p
KIF25,6q
KIF25-AS1,6q
KIF6,6p
KIFC1,6p
KLC4,6p
KLHDC3,6p
KLHL31,6p
KLHL32,6q
KPNA5,6q
KU-MEL-3,6p
L3MBTL3,6q
LAMA2,6q
LAMA4,6q
LAMA4-AS1,6q
LATS1,6q
LCA5,6q
LCAL1,6q
LEMD2,6p
LGSN,6q
LHFPL5,6p
LIN28B,6q
LIN28B-AS1,6q
LINC00222,6q
LINC00240,6p
LINC00242,6q
LINC00243,6p
LINC00266-3,6p
LINC00271,6q
LINC00326,6q
LINC00336,6p
LINC00472,6q
LINC00473,6q
LINC00518,6p
LINC00533,6p
LINC00574,6q
LINC00581,6p
LINC00602,6q
LINC00680,6p
LINC00680-GUSBP4,6p
LINC00951,6p
LINC01010,6q
LINC01011,6p
LINC01012,6p
LINC01013,6q
LINC01015,6p
LINC01016,6p
LINC01108,6p
LINC01149,6p
LINC01276,6p
LINC01277,6q
LINC01312,6q
LINC01512,6p
LINC01526,6q
LINC01556,6p
LINC01558,6q
LINC01564,6p
LINC01590,6q
LINC01600,6p
LINC01611,6q
LINC01615,6q
LINC01621,6q
LINC01622,6p
LINC01623,6p
LINC01624,6q
LINC01625,6q
LINC01626,6q
LINC02487,6q
LINC02518,6q
LINC02520,6p
LINC02521,6p
LINC02523,6q
LINC02525,6p
LINC02526,6q
LINC02527,6q
LINC02528,6q
LINC02529,6q
LINC02530,6p
LINC02532,6q
LINC02533,6p
LINC02534,6q
LINC02535,6q
LINC02537,6p
LINC02538,6q
LINC02539,6q
LINC02540,6q
LINC02541,6q
LINC02542,6q
LINC02544,6q
LINC02549,6q
LINC02569,6p
LINC02570,6p
LINC02571,6p
LINC02880,6q
LINCMD1,6p
LMBRD1,6q
LNC-LBCS,6p
LNCDAT,6q
LOC100126584,6q
LOC100129636,6p
LOC100130357,6p
LOC100131289,6p
LOC100131532,6q
LOC100270746,6p
LOC100287329,6p
LOC100287467,6q
LOC100289495,6q
LOC100294145,6p
LOC100422781,6p
LOC100506188,6p
LOC100506207,6p
LOC100507477,6q
LOC100507547,6p
LOC101926898,6p
LOC101926915,6p
LOC101926934,6p
LOC101927020,6p
LOC101927048,6p
LOC101927082,6p
LOC101927136,6p
LOC101927189,6p
LOC101927314,6q
LOC101927365,6q
LOC101927691,6p
LOC101927730,6p
LOC101927759,6p
LOC101927919,6q
LOC101927950,6p
LOC101927972,6p
LOC101928191,6p
LOC101928253,6p
LOC101928304,6q
LOC101928307,6q
LOC101928429,6q
LOC101928489,6q
LOC101928491,6p
LOC101928516,6q
LOC101928519,6p
LOC101928540,6q
LOC101928661,6q
LOC101928663,6p
LOC101928911,6q
LOC101928936,6q
LOC101929006,6p
LOC101929057,6q
LOC101929122,6q
LOC101929188,6p
LOC101929243,6p
LOC101929297,6q
LOC101929420,6q
LOC101929460,6q
LOC101929523,6q
LOC101929555,6p
LOC101929705,6p
LOC102723649,6q
LOC102723831,6q
LOC102723883,6q
LOC102724096,6p
LOC102724152,6q
LOC102724357,6q
LOC102724511,6q
LOC102724646,6q
LOC103352541,6q
LOC105374952,6p
LOC105374960,6p
LOC105374972,6p
LOC105374988,6p
LOC105375075,6p
LOC105377879,6q
LOC105377924,6q
LOC105377967,6q
LOC105377975,6q
LOC105378052,6q
LOC105378068,6q
LOC105378098,6q
LOC105378123,6q
LOC105378127,6q
LOC105378137,6q
LOC105378146,6q
LOC108783645,6p
LOC110384692,6p
LOC115308161,6q
LOC153910,6q
LOC154449,6q
LOC285762,6q
LOC285766,6p
LOC285804,6q
LOC285819,6p
LOC285847,6p
LOC401261,6p
LOC441155,6q
LOC441179,6q
LOC643327,6p
LOC644135,6q
LOC645967,6q
LOC729681,6q
LOC730101,6p
LPA,6q
LPAL2,6q
LRFN2,6p
LRP11,6q
LRRC1,6p
LRRC73,6p
LSM2,6p
LST1,6p
LTA,6p
LTB,6p
LTV1,6q
LUADT1,6q
LY6G5B,6p
LY6G5C,6p
LY6G6C,6p
LY6G6D,6p
LY6G6E,6p
LY6G6F,6p
LY6G6F-LY6G6D,6p
LY86,6p
LY86-AS1,6p
LYRM2,6q
LYRM4,6p
LYRM4-AS1,6p
MAD2L1BP,6p
MAK,6p
MAN1A1,6q
MANEA,6q
MANEA-DT,6q
MAP3K4,6q
MAP3K5,6q
MAP3K5-AS1,6q
MAP3K7,6q
MAP7,6q
MAPK13,6p
MAPK14,6p
MARCKS,6q
MAS1,6q
MAS1L,6p
MBOAT1,6p
MCCD1,6p
MCHR2,6q
MCHR2-AS1,6q
